"","subj","native_lang","age","gender","trial_type","r1","r2","r3","r4","r5","r6"
"713","A3DB11T127QKJF","english",27,"male","exit_quest","('know_conditons', 'He found it at the shop.')","('know_conditons', 'He can find it at the shop.')","('difficult', 'not really. pretty straightforward')","('anything_else', '')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '44888')"
"714","A187VXD4ETY6M2","English",32,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '88605')","","","",""
"715","A187VXD4ETY6M2","English",32,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '21223')",""
"716","A187VXD4ETY6M2","English",32,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '27150')",""
"717","A187VXD4ETY6M2","English",32,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '3007')","","","",""
"718","A187VXD4ETY6M2","English",32,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F and E.""%2CCoworker 2 says%2C ""Studio F.""%2CCoworker 3 says%2C ""Studio B.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '23294')"
"719","A187VXD4ETY6M2","English",32,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth and second floors.""%2CFirefighter 2 says%2C ""The sixth floor.""%2CFirefighter 3 says%2C ""The fourth and sixth floors.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '24202')"
"720","A187VXD4ETY6M2","English",32,"female","control","('what_A_chosen', 'no')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '9138')",""
"721","A187VXD4ETY6M2","English",32,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Locations A%2C D%2C E%2C and F.""%2CCousin 2 says%2C ""Location F.""%2CCousin 3 says%2C ""Locations D and F.""')","('pic_cousin_A_chosen', 'yes')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '73025')"
"723","A187VXD4ETY6M2","English",32,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store E.""%2CAdvisor 2 says%2C ""Store C.""%2CAdvisor 3 says%2C ""Stores E and B.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '26511')"
"724","A187VXD4ETY6M2","English",32,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '42347')",""
"725","A187VXD4ETY6M2","English",32,"female","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stalls A and B.""%2CBrother 2 says%2C ""Stall E.""%2CBrother 3 says%2C ""Stalls C and D.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'no')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '39848')"
"727","A187VXD4ETY6M2","English",32,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The West district.""%2COperative 2 says%2C ""The South and North districts.""%2COperative 3 says%2C ""The North district.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'no')","('operative_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '74089')"
"728","A187VXD4ETY6M2","English",32,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""%2CFriend 2 says%2C ""Diner E.""%2CFriend 3 says%2C ""Diners C and F.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16962')"
"729","A187VXD4ETY6M2","English",32,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '16193')",""
"730","A187VXD4ETY6M2","English",32,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant E.""%2CInspector 2 says%2C ""Restaurants C and E.""%2CInspector 3 says%2C ""Restaurants A%2C B%2C C%2C D%2C and E.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '32469')"
"732","A187VXD4ETY6M2","English",32,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes E and B.""%2CClassmate 2 says%2C ""Cafes E%2C B%2C F%2C C and D.""%2CClassmate 3 says%2C ""Cafe A.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '26879')"
"733","A187VXD4ETY6M2","English",32,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place D.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Place E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '61546')"
"734","A187VXD4ETY6M2","English",32,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '81333')",""
"736","A187VXD4ETY6M2","English",32,"female","exit_quest","('know_conditons', 'John found coffee at the cafe.')","('know_conditons', 'He can find it at the cafe.')","('difficult', 'no')","('anything_else', ""I'm not sure I answered questions 1 and 2 right here. Was I supposed to remember something from earlier in the survey or just give examples of the right way to answer such questions?"")","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '111515')"
"737","A1USR9JCAMDGM3","English",32,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2729')","","","",""
"738","A1USR9JCAMDGM3","English",32,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '21580')",""
"739","A1USR9JCAMDGM3","English",32,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '32794')",""
"740","A1USR9JCAMDGM3","English",32,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2233')","","","",""
"741","A1USR9JCAMDGM3","English",32,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth and second floors.""%2CFirefighter 2 says%2C ""The fifth floor.""%2CFirefighter 3 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '49560')"
"742","A1USR9JCAMDGM3","English",32,"female","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall E.""%2CBrother 2 says%2C ""Stalls C and D.""%2CBrother 3 says%2C ""Stall C.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '31787')"
"743","A1USR9JCAMDGM3","English",32,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '15948')",""
"744","A1USR9JCAMDGM3","English",32,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Stores E%2C B%2C A%2C D%2C and F.""%2CAdvisor 2 says%2C ""Store E.""%2CAdvisor 3 says%2C ""Stores E and B.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16672')"
"746","A1USR9JCAMDGM3","English",32,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diner B.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '21884')"
"747","A1USR9JCAMDGM3","English",32,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '8338')",""
"748","A1USR9JCAMDGM3","English",32,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants C and E.""%2CInspector 2 says%2C ""Restaurant F.""%2CInspector 3 says%2C ""Restaurant A.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '29154')"
"750","A1USR9JCAMDGM3","English",32,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studio B.""%2CCoworker 2 says%2C ""Studio F.""%2CCoworker 3 says%2C ""Studios C and B.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '7600')"
"751","A1USR9JCAMDGM3","English",32,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Places B and E.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Places F and A.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '7208')"
"752","A1USR9JCAMDGM3","English",32,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '16444')",""
"753","A1USR9JCAMDGM3","English",32,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe D.""%2CClassmate 2 says%2C ""Cafes E and B.""%2CClassmate 3 says%2C ""Cafes F and D.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '9437')"
"755","A1USR9JCAMDGM3","English",32,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast%2C Southwest%2C South%2C Southeast and North districts.""%2COperative 2 says%2C ""The West district.""%2COperative 3 says%2C ""The Northeast district.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'no')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '18588')"
"756","A1USR9JCAMDGM3","English",32,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location B.""%2CCousin 2 says%2C ""Locations A%2C D%2C E%2C and F.""%2CCousin 3 says%2C ""Location A.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'yes')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '10355')"
"757","A1USR9JCAMDGM3","English",32,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '20145')",""
"759","A1USR9JCAMDGM3","English",32,"female","exit_quest","('know_conditons', 'John found coffee in the cabinet.')","('know_conditons', 'John can find coffee at the store.')","('difficult', 'No%2C some parts were a little more difficult but overall it was pretty simple.')","('anything_else', 'Thank You.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '66703')"
"760","A1IS0218RVG60K","English",39,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '5454')","","","",""
"761","A1IS0218RVG60K","English",39,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '103308')",""
"762","A1IS0218RVG60K","English",39,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '16018')",""
"763","A1IS0218RVG60K","English",39,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1486')","","","",""
"764","A1IS0218RVG60K","English",39,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studio A.""%2CCoworker 2 says%2C ""Studio F.""%2CCoworker 3 says%2C ""Studios F and E.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '19542')"
"765","A1IS0218RVG60K","English",39,"female","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Places F%2C A%2C B%2C C and E.""%2CInvestigator 2 says%2C ""Places F and A.""%2CInvestigator 3 says%2C ""Place D.""')","('fbi_investigator_A_chosen', 'yes')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '16138')"
"766","A1IS0218RVG60K","English",39,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location B.""%2CCousin 2 says%2C ""Location F.""%2CCousin 3 says%2C ""Location A.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '66712')"
"767","A1IS0218RVG60K","English",39,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '13232')",""
"769","A1IS0218RVG60K","English",39,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""%2CFirefighter 2 says%2C ""The fifth and second floors.""%2CFirefighter 3 says%2C ""The first floor.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12550')"
"770","A1IS0218RVG60K","English",39,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe E.""%2CClassmate 2 says%2C ""Cafe D.""%2CClassmate 3 says%2C ""Cafes F and D.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '13814')"
"771","A1IS0218RVG60K","English",39,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '15414')",""
"773","A1IS0218RVG60K","English",39,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The South and North districts.""%2COperative 2 says%2C ""The North district.""%2COperative 3 says%2C ""The Northeast and Southwest districts.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'no')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '19366')"
"774","A1IS0218RVG60K","English",39,"female","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stalls A and B.""%2CBrother 2 says%2C ""Stall C.""%2CBrother 3 says%2C ""Stalls C and D.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '114864')"
"775","A1IS0218RVG60K","English",39,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant E.""%2CInspector 2 says%2C ""Restaurants A and B.""%2CInspector 3 says%2C ""Restaurants C and E.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12110')"
"776","A1IS0218RVG60K","English",39,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '12118')",""
"778","A1IS0218RVG60K","English",39,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diners C and F.""%2CFriend 3 says%2C ""Diners A and E.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '9198')"
"779","A1IS0218RVG60K","English",39,"female","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Stores E and B.""%2CAdvisor 2 says%2C ""Store F.""%2CAdvisor 3 says%2C ""Stores A and F.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14588')"
"780","A1IS0218RVG60K","English",39,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '53160')",""
"782","A1IS0218RVG60K","English",39,"female","exit_quest","('know_conditons', 'I would tell you where the coffee was specifically located%2C like the cabinet or refrigerator.')","('know_conditons', 'I would probably recommend a store or a cafe.')","('difficult', 'No%2C it was easy.')","('anything_else', 'Interesting tasks%2C thanks a lot.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '58128')"
"783","A39DNHD26OMN4Q","english",24,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1707')","","","",""
"784","A39DNHD26OMN4Q","english",24,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '20883')",""
"785","A39DNHD26OMN4Q","english",24,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'yes')","('train_f_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '12233')",""
"786","A39DNHD26OMN4Q","english",24,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2284')","","","",""
"787","A39DNHD26OMN4Q","english",24,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store C.""%2CAdvisor 2 says%2C ""Store E.""%2CAdvisor 3 says%2C ""Store F.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '3888')"
"788","A39DNHD26OMN4Q","english",24,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios C and B.""%2CCoworker 2 says%2C ""Studio B.""%2CCoworker 3 says%2C ""Studio F.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '2314')"
